City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Temperature (Celsius),humidity,Wind_Speed,Pressure,AQI_Bucket
Brajrajnagar,14-02-2018,32.99,62.38,7.35,19.27,26.62,8.42,3.59,9.2,13.92,,,,124,2.182342275,99.06952694,5.277418056,1032.242723,Moderate
Brajrajnagar,15-02-2018,74.1,135.13,12.72,22.3,35.01,8.89,3.62,8.3,13.72,,,,127,23.45822401,47.13934402,1.198519268,1005.416816,Moderate
Brajrajnagar,16-02-2018,76.03,158.72,11.93,25.89,37.8,8.62,3.63,8.64,14.53,0,,,133,26.84584079,7.229136771,29.20600123,1007.474847,Moderate
Brajrajnagar,17-02-2018,84.71,191.72,22.42,24.54,46.95,9.2,3.7,7.61,9.66,0,,,191,-15.51791469,88.97847286,7.52074215,1018.591771,Moderate
Brajrajnagar,18-02-2018,109.21,276.97,17.5,28.46,45.95,8.62,3.81,13.52,13.3,0,,,196,25.62953754,92.27948391,16.95754155,1029.522506,Moderate
Brajrajnagar,19-02-2018,133.97,296.79,19.16,27.13,46.29,9.47,3.96,12.02,16.2,0,,,303,25.13001851,49.81590073,5.4011993,1020.313555,Very Poor
Brajrajnagar,20-02-2018,109.11,228.41,19.64,27.57,47.19,10.31,3.95,10.01,11.94,0.09,,,302,1.244588859,49.82707227,2.73121661,1025.891704,Very Poor
Brajrajnagar,21-02-2018,82.44,182.86,17.86,23.06,40.92,10.98,3.84,10.91,10.93,0.01,,,214,-15.34662552,80.13575767,3.989842237,1017.326999,Poor
Brajrajnagar,22-02-2018,88.45,214.45,19.2,30.18,49.38,10.39,3.86,20.18,15.95,0,,,176,-7.449950782,48.30565621,26.46205028,1023.375617,Moderate
Brajrajnagar,23-02-2018,132.04,277.7,21.4,31.75,53.14,11.25,4.06,19.71,15.9,64.58,,,265,25.85285165,37.67945452,29.67596548,1004.338701,Poor
Brajrajnagar,24-02-2018,111.8,247.37,24.81,28.76,53.56,11.9,4.09,18.65,18.07,14.79,,,300,-0.371869226,39.35666913,28.47769143,1024.976224,Poor
Brajrajnagar,25-02-2018,113.7,237.12,23.98,26.52,50.49,12.22,4.03,16,15.44,1.31,,,282,2.899003994,3.11559486,5.745133454,999.337651,Poor
Brajrajnagar,26-02-2018,74.27,154.49,17.48,22.86,40.33,11.48,3.75,14.98,10.83,1.29,,,184,22.20235336,59.07600863,18.26449632,1007.649982,Moderate
Brajrajnagar,27-02-2018,66.41,152.61,24.58,23.43,48,12.9,3.88,15.16,11.3,1.87,,,175,21.20138263,88.45276974,2.939580777,1010.805904,Moderate
Brajrajnagar,28-02-2018,79.47,175.17,15.04,22.68,37.71,12.43,3.86,15.25,10.51,0,,,129,33.5177881,55.25885394,23.93161859,1007.85573,Moderate
Brajrajnagar,01-03-2018,97.62,216.82,22.92,24.04,46.95,13.25,4.04,15.44,10.33,0,,,194,3.161862568,28.36182939,19.54129484,1026.780582,Moderate
Brajrajnagar,02-03-2018,107.49,202.08,13.26,22.46,35.7,13.3,4.29,17.98,18.73,0,,,249,-13.41401405,61.40414186,25.94843667,1018.507097,Poor
Brajrajnagar,03-03-2018,138.61,270.48,14.1,23.64,37.73,12.69,4.45,17.19,15.51,0.12,,,298,25.07803941,64.98374694,0.356011596,1024.07217,Poor
Brajrajnagar,04-03-2018,138.76,280.15,16.66,27.96,44.61,11.49,4.34,17.91,18.27,0,,,312,36.37910533,30.35515611,25.96186453,1028.483012,Very Poor
Brajrajnagar,05-03-2018,105.42,225.99,14.61,23.25,37.84,11.05,4.2,16.3,12.29,0.19,,,312,-7.432456319,12.71613164,28.75507705,1022.69277,Very Poor
Brajrajnagar,06-03-2018,107.43,198.72,15.06,29.19,44.26,10.97,3.97,16.42,13.16,0.05,,,208,39.32338855,90.71036913,13.94061198,1021.01556,Poor
Brajrajnagar,07-03-2018,101.91,195.56,12.18,26.95,39.12,10.54,4.02,16.17,15.68,0,,,241,-10.47855395,52.16027221,18.27154339,1032.646436,Poor
Brajrajnagar,08-03-2018,74.6,138.09,9.54,23.63,33.16,9.71,3.96,15.13,14.92,0,,,238,-13.26538562,53.47120952,1.687334372,1020.66558,Poor
Brajrajnagar,09-03-2018,101.02,194.6,13.89,27.3,41.21,9.57,3.9,15.67,15.6,0,,,135,21.86302463,15.3672557,7.19337912,1004.487751,Moderate
Brajrajnagar,10-03-2018,111.29,226.09,18.89,29.92,48.81,9.98,4.26,16.68,17.43,0,,,301,4.604370209,48.9170705,7.38023716,1017.489935,Very Poor
Brajrajnagar,11-03-2018,191.33,318.98,18.17,31.32,49.48,10.58,4.53,17.73,16.97,0,,,316,0.852092953,89.43532692,29.94917015,1010.574633,Very Poor
Brajrajnagar,12-03-2018,175.92,332.84,21.29,34.54,55.81,10.63,4.45,17.75,18.33,0,,,355,25.21006455,80.42167564,21.34835435,1015.156875,Very Poor
Brajrajnagar,13-03-2018,142.27,252.49,17.11,33.82,50.91,9.8,4.36,17.18,17.68,0,,,325,-11.13072051,5.760675248,23.67928467,1015.42496,Very Poor
Brajrajnagar,14-03-2018,165.82,294.65,16.34,34.85,51.19,9.69,4.43,18.57,22.26,0,,,325,-18.45057258,37.15520605,1.251222396,1007.533669,Very Poor
Brajrajnagar,15-03-2018,165.11,294.93,18.16,36.86,55,10.56,4.6,18.19,15.22,0.05,,,341,15.87735231,49.33000932,7.769746609,1003.899796,Very Poor
Brajrajnagar,16-03-2018,70.35,98.68,17.6,28.08,45.66,11.91,4.06,16.1,7.82,0,,,245,37.11095063,58.23366893,11.03860401,990.8171077,Poor
Brajrajnagar,17-03-2018,84.67,156.42,22.87,20.09,42.94,11.94,3.93,15.71,14.21,0,,,149,-0.033325808,54.50085168,21.02371341,1015.195096,Moderate
Brajrajnagar,18-03-2018,98.35,205.38,22.13,22.01,44.13,11.1,4.02,15.03,13.23,0,,,217,3.791263843,24.92927133,26.29282517,1004.27045,Poor
Brajrajnagar,19-03-2018,84.18,185.76,9.35,25.52,34.87,9.49,3.91,14.55,16.45,0,,,195,38.26096591,19.4747286,6.177740855,1019.390305,Moderate
Brajrajnagar,20-03-2018,123.81,273.73,12.99,31.84,44.82,9.25,4.07,15.87,17.03,0,,,237,13.79246596,97.0639548,18.4928127,992.7531945,Poor
Brajrajnagar,21-03-2018,142.71,264.81,18.82,35.15,53.94,10.39,4.44,17.09,9.57,0,,,321,31.36600279,78.66947382,16.9190439,1006.928452,Very Poor
Brajrajnagar,22-03-2018,81.95,150.97,11.18,27.66,38.83,10.33,3.99,15.48,15.65,0,,,243,16.86552083,56.73397082,15.83311214,1012.664751,Poor
Brajrajnagar,23-03-2018,109.51,211.11,20.48,30.11,50.59,10.07,4.17,15.2,14.9,0,,,246,39.8945899,15.55800727,1.558962949,1030.071789,Poor
Brajrajnagar,24-03-2018,104.98,206.05,20.67,29.53,50.16,9.65,4.17,14.84,14.63,0,,,247,25.17621232,22.62282197,24.10553154,1008.107567,Poor
Brajrajnagar,25-03-2018,112.66,234.69,12.99,29.35,42.32,9.72,4.14,14.75,16.8,0,,,232,12.28715394,69.78145007,5.777793816,1023.597276,Poor
Brajrajnagar,26-03-2018,102.38,241.51,13.95,31.82,45.76,9.11,4.19,15.85,20.36,0,,,272,7.638733795,7.086434931,28.84158166,1022.020279,Poor
Brajrajnagar,27-03-2018,138.98,296.39,13.65,33.92,47.54,10.59,4.62,16.99,22.25,0,,,296,-0.928637993,93.47737855,28.09848409,988.8956588,Poor
Brajrajnagar,28-03-2018,190.61,284.15,13.62,34.86,48.47,11.78,4.49,19.25,23.54,0,,,334,-6.015213945,87.94771429,0.938224535,1015.499892,Very Poor
Brajrajnagar,29-03-2018,170.06,326.35,17.53,35.24,52.73,11.13,4.61,20.89,16.73,0,,,337,17.53771971,58.68289312,20.96929886,1022.438019,Very Poor
Brajrajnagar,30-03-2018,152.57,316.75,19.68,37.39,57.05,11.23,4.77,20.84,16.11,0.2,,,345,-14.18587425,40.37982812,18.3851773,1013.031562,Very Poor
Brajrajnagar,31-03-2018,110.16,246.8,18.87,27.23,46.1,11.29,4.42,18.2,18.2,0,,,284,20.90969879,36.0943844,9.741376199,1015.540816,Poor
Brajrajnagar,01-04-2018,59.95,155.03,11.13,18.43,29.54,10.25,4.08,16.48,16.94,0,,,210,-7.155401837,55.81589003,16.25638471,1039.402231,Poor
Brajrajnagar,02-04-2018,60.56,99.16,7.48,19.97,27.45,10.02,3.92,15.79,16.75,0,,,125,30.01985235,2.541566849,29.92647036,1008.662288,Moderate
Brajrajnagar,03-04-2018,82.22,157.33,10.59,20.98,31.56,10.55,4.01,16.16,18.95,0,,,133,21.96520333,44.59190291,20.30198166,1018.083595,Moderate
Brajrajnagar,04-04-2018,60.63,123.03,10.35,20.27,30.6,10.33,4,15.32,13.01,0,,,180,23.19819691,69.16901202,28.39464436,1016.501925,Moderate
Brajrajnagar,05-04-2018,62.08,131.56,12.65,19.46,32.1,10.25,3.83,14.87,20.89,0,,,124,11.15093182,10.05465856,23.06921737,1014.342542,Moderate
Brajrajnagar,06-04-2018,53.48,118.71,8.46,18.32,26.77,9.16,3.72,14.75,23.32,0,,,123,23.17253707,74.63084248,18.60318128,1009.715706,Moderate
Brajrajnagar,07-04-2018,47.96,84.93,6.93,15.99,22.92,8.52,3.55,13.86,20.06,0,,,121,34.69507587,16.64222787,10.3638542,1019.181315,Moderate
Brajrajnagar,08-04-2018,65.81,107.11,7.22,17.02,24.24,7.77,3.51,14.64,20.7,0,,,120,-12.30001271,89.90981654,15.05808987,1014.443268,Moderate
Brajrajnagar,09-04-2018,48.4,101.29,9.78,15.68,25.46,8.42,3.55,13.96,19.92,0,,,136,-2.131868268,69.16476104,17.7408807,1012.151423,Moderate
Brajrajnagar,10-04-2018,51.76,106.64,6.1,15.28,21.38,7.86,3.43,13.32,20.56,0,,,118,-6.008036539,45.99594972,23.30205259,1022.53939,Moderate
Brajrajnagar,11-04-2018,62.35,133.3,6.42,19.07,25.47,7.31,3.52,13.43,21.43,0,,,122,-11.50939246,78.84037175,28.61382942,1004.532048,Moderate
Brajrajnagar,12-04-2018,53.98,119.41,7.62,17.65,25.26,7.61,3.42,13.44,17.38,0,,,131,3.423744801,15.74881988,23.56616531,1023.616003,Moderate
Brajrajnagar,13-04-2018,66.41,148.03,7.22,19.7,26.9,8.06,3.38,13.28,13.64,0,,,119,-6.372099048,92.06177086,14.6465454,1017.201331,Moderate
Brajrajnagar,14-04-2018,72.11,171.44,8.44,17.41,25.85,8.97,3.43,13.1,20.82,0,,,165,-18.14420389,22.81734362,26.46845717,1022.865484,Moderate
Brajrajnagar,15-04-2018,59.53,134.21,6.27,17.68,23.92,9.01,3.37,13.05,20.1,0,,,137,9.517275923,96.23354381,22.08352355,1008.40668,Moderate
Brajrajnagar,16-04-2018,66.7,157.14,6.29,21.15,27.44,8.93,3.35,13.8,23.5,0,,,128,14.49599498,96.86184846,24.27893365,1027.540444,Moderate
Brajrajnagar,17-04-2018,71.55,160.58,6.62,18.11,24.71,9.42,3.5,13.34,22.42,0,,,162,30.28193212,74.57827188,16.39962876,1019.356074,Moderate
Brajrajnagar,18-04-2018,63.99,129.83,21.34,21.17,42.5,9.26,3.47,12.91,12.92,0,,,120,39.78972236,73.18306633,19.49487139,1017.686491,Moderate
Brajrajnagar,19-04-2018,90.1,217.95,33.86,20.64,54.51,9.26,3.55,13.04,12.41,0,,,160,-7.657740771,84.17283335,13.1774878,998.4114763,Moderate
Brajrajnagar,20-04-2018,80.52,177.28,26.01,18.25,44.24,10.35,3.59,13.34,24.14,0.19,,,226,-11.45261674,63.67191207,8.388536754,1015.002445,Poor
Brajrajnagar,21-04-2018,59.15,141.27,5.1,19.72,24.81,9.72,3.28,13.13,23.52,0,,,120,-12.82739928,55.42201535,17.26954886,1001.693851,Moderate
Brajrajnagar,22-04-2018,84.31,199.05,11.81,23.6,35.41,10.58,3.71,13.85,13.79,0,,,162,-8.534682063,96.23969234,12.1127875,1012.023145,Moderate
Brajrajnagar,23-04-2018,63.4,162.61,11.46,19.53,30.97,10,3.34,12.87,15.67,0,,,152,32.28393924,74.83283224,0.830772026,1005.204605,Moderate
Brajrajnagar,24-04-2018,66.68,157.02,7.13,21.6,28.73,9.78,3.24,13.7,18.19,0,,,131,-6.608880989,10.35660083,29.65274965,1025.232002,Moderate
Brajrajnagar,25-04-2018,84.36,203.02,10.37,23.62,33.99,9.89,3.38,13.78,21.32,0,,,149,25.09518,22.16136986,27.40064325,1020.921843,Moderate
Brajrajnagar,26-04-2018,84.04,227.33,14.05,22.36,36.4,10.04,3.56,14.15,28.11,0.27,,,235,-6.274275904,43.05267032,26.66952291,1001.595935,Poor
Brajrajnagar,27-04-2018,70.22,169.4,5.74,21.61,27.35,9.27,3.3,14.21,26.7,0.31,,,146,28.35849592,41.5696595,25.26028177,1013.288063,Moderate
Brajrajnagar,28-04-2018,43.2,115.78,4.69,14.32,19,8.81,3.23,13.55,29.9,0.16,,,125,19.49759442,91.26851283,25.08544568,1013.020596,Moderate
Brajrajnagar,29-04-2018,27.32,88.77,9.05,14.05,22.91,12.42,3.38,13.08,30.29,0.24,,,116,3.051880089,45.08396701,20.86425835,1000.454705,Moderate
Brajrajnagar,30-04-2018,11.39,31.08,8,15.23,23.21,14.69,3.58,13.36,19.03,0,,,,18.96213052,80.57854114,20.04039027,1011.83404,
Brajrajnagar,01-05-2018,49.8,95.59,8.23,14.82,23.04,14.5,3.54,13.66,12.87,0,,,118,-6.551191139,8.544740316,3.102949167,994.1211811,Moderate
Brajrajnagar,02-05-2018,30.34,71.62,8.09,15.32,23.4,13.56,3.35,13.32,30.1,0,,,117,34.286662,60.68897,17.70289042,1008.052432,Moderate
Brajrajnagar,03-05-2018,40.96,79.29,5.55,15.28,20.84,11.3,3.13,12.72,20.38,0,,,115,4.333318206,84.86716625,9.19625065,1014.317937,Moderate
Brajrajnagar,04-05-2018,56.56,126.57,11.32,17.87,29.18,9.88,3.25,12.74,26.05,0,,,119,-19.40899736,49.08652694,27.65700101,1016.851185,Moderate
Brajrajnagar,05-05-2018,64.78,159.85,6.57,21.58,28.14,9.21,3.32,12.87,26.57,0,,,124,13.73593361,82.86994323,10.05445393,1016.968665,Moderate
Brajrajnagar,06-05-2018,67.12,167.38,5.2,21.61,26.82,8.49,3.28,12.88,29.03,0,,,134,18.49778137,66.56209992,23.88569474,1008.701109,Moderate
Brajrajnagar,07-05-2018,66.6,147.27,4.05,18.02,22.09,7.6,3.19,13.14,33.22,0,,,139,-18.21352484,72.88985249,23.90641186,1011.649012,Moderate
Brajrajnagar,08-05-2018,80.49,170.83,6.43,20.22,25.71,7.85,3.3,13.48,27.09,0,,,182,17.5345163,80.80773668,14.06525719,1015.618655,Moderate
Brajrajnagar,09-05-2018,92.4,232.53,8.21,22.49,24.53,7.61,2.7,13.12,24.27,0,,,141,18.97773367,88.48528008,20.81553235,1015.26486,Moderate
Brajrajnagar,10-05-2018,65.29,159.02,5.4,18.31,23.7,10.42,3.3,13.13,31.11,0,,,155,29.95690136,58.96245972,26.59203085,985.6795276,Moderate
Brajrajnagar,11-05-2018,61.67,140.15,4.29,16.7,20.99,10.84,3.18,13.2,28.72,0,,,132,-10.02326463,54.99999859,2.259281768,1012.010019,Moderate
Brajrajnagar,12-05-2018,49.68,112.47,3.61,17.05,20.66,9.41,3.12,13.03,32.84,0,,,118,4.876934171,23.67201685,13.5499441,1000.190898,Moderate
Brajrajnagar,13-05-2018,52.02,110.69,4.62,18.72,23.32,8.51,3.17,12.99,28.89,0,,,119,26.33059939,76.92646561,25.88870155,1007.409375,Moderate
Brajrajnagar,14-05-2018,35.89,67.19,4.84,15.89,20.7,8.07,3.14,12.74,17.21,0,,,116,-16.49184757,19.15054117,5.59104104,1024.65142,Moderate
Brajrajnagar,15-05-2018,45.36,74.62,4.27,16.05,20.32,7.52,3.17,12.69,23.72,0,,,116,25.8774937,32.75180429,9.175240964,990.3231783,Moderate
Brajrajnagar,16-05-2018,53.9,107.07,3.86,19.28,23.14,7.53,3.14,12.71,28.91,0,,,116,18.6657735,65.92227149,19.97065181,1023.793514,Moderate
Brajrajnagar,17-05-2018,56.8,133.44,3.57,16.64,20.2,7.14,3.06,12.53,27.16,0,,,116,6.835463994,6.251829485,9.624576388,1025.406477,Moderate
Brajrajnagar,18-05-2018,52,120.05,2.87,14.32,17.18,6.6,3.05,12.6,31.76,0.24,,,125,-5.195189065,63.89965203,8.412710587,1011.892051,Moderate
Brajrajnagar,19-05-2018,53.83,97.81,4.57,16.37,20.93,6.37,3.08,12.4,18.8,0,,,114,-2.125137958,72.82073818,29.41014149,1002.617567,Moderate
Brajrajnagar,20-05-2018,61.45,124.05,5.85,16.3,22.14,5.91,3.16,12.69,27.95,0,,,130,15.1189497,51.96707781,6.293955504,1004.813532,Moderate
Brajrajnagar,21-05-2018,50.51,100.95,3.23,14.56,17.79,5.78,3.03,12.64,24.89,0,,,113,15.62527214,80.44799449,26.82480052,1011.46453,Moderate
Brajrajnagar,22-05-2018,72.02,134.28,4.94,17.34,22.28,5.54,3.15,12.52,22.75,0,,,118,4.210822849,66.44298819,14.91108025,1022.913234,Moderate
Brajrajnagar,23-05-2018,56.13,95.61,4.61,13.41,18.01,5.25,3.15,12.5,25.15,0,,,154,36.85066928,22.57799106,2.073617005,1007.248209,Moderate
Brajrajnagar,24-05-2018,46.32,92.4,4.28,13.75,18.03,4.71,2.99,12.47,27.18,0,,,113,2.138507199,89.52558657,29.98552513,1019.476717,Moderate
Brajrajnagar,25-05-2018,51.03,99.86,2.7,14.46,17.16,4.48,2.97,12.43,25.04,0,,,113,23.90901293,24.49196405,13.3940972,1014.747992,Moderate
Brajrajnagar,26-05-2018,50.59,108.1,3.13,15.63,18.76,4.39,2.97,12.53,25.46,0,,,113,15.3180603,19.37842122,29.44006731,1009.848607,Moderate
Brajrajnagar,27-05-2018,41.71,84.85,2.89,15.91,18.81,4.07,2.92,12.74,26.14,0.05,,,112,6.817451868,29.28975131,24.37530798,1027.098177,Moderate
Brajrajnagar,28-05-2018,53.87,98.28,5.84,13.92,19.75,4.64,3,12.79,24.01,1.3,,,114,13.31212646,19.1198375,16.29192064,1003.326004,Moderate
Brajrajnagar,29-05-2018,41.89,88.67,6.95,10.94,17.9,4.95,2.99,12.85,24.37,1.89,,,114,19.50782628,84.54914293,13.65766,1003.450363,Moderate
Brajrajnagar,30-05-2018,45.66,106.31,5.45,13.01,18.44,5.56,2.98,12.76,26.32,1.61,,,112,7.289093032,81.96254202,2.768492577,990.4347322,Moderate
Brajrajnagar,31-05-2018,38.05,61.23,6.37,11.19,17.52,6.58,2.96,12.51,16.82,0.83,,,113,9.475343384,51.68993213,8.398393197,1017.501174,Moderate
Brajrajnagar,01-06-2018,,,,,,,,,,,,,,36.83256248,58.21877471,6.005059167,1015.589523,
Brajrajnagar,02-06-2018,,,,,,,,,,,,,,-13.23962238,53.15082261,29.4479331,1015.761944,
Brajrajnagar,03-06-2018,,,,,,,,,,,,,,39.63143659,53.7949612,3.631707056,1015.189635,
Brajrajnagar,04-06-2018,11.05,32.12,6.25,12.99,19.19,7.98,2.94,12.89,18.96,6.1,,,,34.11625136,53.90347317,6.467164294,1023.223305,
Brajrajnagar,05-06-2018,50.06,97.1,4.04,10.51,14.55,10.2,2.57,12.78,15.23,3.29,,,107,-7.765817145,10.09964589,22.75042468,1015.226582,Moderate
Brajrajnagar,06-06-2018,55.84,100.01,3.62,11.86,15.49,15.1,2.38,12.77,13.33,2.13,,,105,3.457060095,4.233238075,7.106052723,1014.435587,Moderate
Brajrajnagar,07-06-2018,42.67,74.46,2.58,9.62,12.19,14.54,2.36,12.53,19.24,2.03,,,106,28.91341878,38.26516509,16.22499901,1000.230207,Moderate
Brajrajnagar,08-06-2018,49.76,70.51,2.75,10.25,13,16.14,2.45,12.42,16.37,2.38,,,106,9.056224602,38.25052706,23.87839834,1004.032832,Moderate
Brajrajnagar,09-06-2018,55.9,79.68,3.71,10.8,14.51,15.24,2.56,12.48,13.69,2.55,,,108,19.38064702,39.99759434,20.71517032,1012.998058,Moderate
Brajrajnagar,10-06-2018,47.22,61.64,4.22,9.87,14.1,12.38,2.63,12.34,16.47,3.88,,,111,34.89619944,22.29475295,18.299563,1023.882674,Moderate
Brajrajnagar,11-06-2018,41.95,60.84,3.18,10.79,13.97,10.41,2.57,12.31,13.8,2.74,,,108,39.15980839,64.15315191,29.06623643,1025.339234,Moderate
Brajrajnagar,12-06-2018,32.83,,2.81,9.42,12.23,8.92,2.47,12.19,18.76,1.36,,,107,30.89468672,7.743863729,1.855156409,1009.560742,Moderate
Brajrajnagar,13-06-2018,39.46,,3.34,11.6,14.93,8.12,2.53,12.32,13.16,1.6,,,107,1.500944809,58.54462075,23.40864184,1025.359627,Moderate
Brajrajnagar,14-06-2018,66.26,,5.36,13.62,18.98,7.62,2.57,12.5,13.34,2.41,,,109,14.60245201,83.24583504,0.806041755,1009.690186,Moderate
Brajrajnagar,15-06-2018,88.97,,4.85,13.34,18.18,7.09,2.6,12.62,15.58,1.84,,,158,15.73479755,25.28841128,5.28075158,993.8175091,Moderate
Brajrajnagar,16-06-2018,87.78,,5.28,16.61,21.86,6.86,2.62,12.78,15.33,3.19,,,217,-16.45249315,15.91007515,27.60177172,1015.368158,Poor
Brajrajnagar,17-06-2018,74.96,,9.56,16.06,25.62,6.58,2.74,12.8,14.78,4.44,,,167,8.030378172,1.318225533,8.343011527,1017.164297,Moderate
Brajrajnagar,18-06-2018,62.05,,5.37,15.06,20.41,6.29,2.61,12.62,14.15,2.98,,,126,22.68178198,68.37448808,19.13253164,1026.096776,Moderate
Brajrajnagar,19-06-2018,38.68,103.39,4.32,13.27,17.58,6,2.51,12.52,16.33,1.33,,,108,-14.32952047,18.1978344,4.368758957,1005.568171,Moderate
Brajrajnagar,20-06-2018,46.46,105.66,3.69,13.27,16.96,6.5,2.5,12.38,15.69,2.62,,,107,25.85693702,9.635702322,2.291084248,993.1576597,Moderate
Brajrajnagar,21-06-2018,47.81,95.03,3.67,12.19,15.83,7.47,2.54,12.39,16.86,2.33,,,110,20.29467948,73.00005103,5.721837475,1018.731341,Moderate
Brajrajnagar,22-06-2018,35.95,53.61,3.62,10.89,14.5,7.48,2.56,12.32,16.06,1.62,,,109,32.23852675,1.467906559,16.1429555,1011.201814,Moderate
Brajrajnagar,23-06-2018,44.95,79.31,4.71,12.48,17.18,7,2.56,12.32,12.49,1.78,,,108,-15.306691,97.81920679,17.34350817,1019.574361,Moderate
Brajrajnagar,24-06-2018,43.18,84.77,4.78,12.92,17.69,6.5,2.59,12.6,12.76,1.76,,,109,33.27395225,82.97338737,6.735498943,1009.074102,Moderate
Brajrajnagar,25-06-2018,30.19,70.34,2.99,12.35,15.34,5.92,2.5,12.75,18.13,1.29,,,108,20.49733167,96.23585662,25.74628884,1002.957458,Moderate
Brajrajnagar,26-06-2018,30.66,53.71,4.93,10.81,15.74,5.84,2.5,12.38,7.73,0.7,,,107,-1.305539799,83.15122536,17.16037658,1024.069553,Moderate
Brajrajnagar,27-06-2018,22.36,43.09,6.22,8.51,14.74,5.69,2.57,12.18,6.19,1.12,,,108,15.76600754,16.43085895,23.42585317,1016.940255,Moderate
Brajrajnagar,28-06-2018,18.95,38.45,4.01,7.8,11.8,5.04,2.48,12.34,10.2,0.56,,,108,4.934595391,93.81785414,14.78011593,1019.284018,Moderate
Brajrajnagar,29-06-2018,32.68,63.16,5.91,9.4,15.3,5,2.52,12.43,9.39,0.72,,,107,-16.34743579,1.251031089,21.24900763,1012.737001,Moderate
Brajrajnagar,30-06-2018,46.65,94.54,6.6,10.23,16.84,4.88,2.6,12.53,10.8,1.59,,,109,-4.079658473,46.5413,1.615513486,1024.378822,Moderate
Brajrajnagar,01-07-2018,45.42,76.09,5.22,11.47,16.7,5,2.68,12.93,11.71,2.96,,,111,32.65902775,5.3479998,21.87401375,991.1215171,Moderate
Brajrajnagar,02-07-2018,30.04,53.49,3.47,9.57,13.04,4.76,2.46,12.34,11.21,0.67,,,106,16.87373052,22.45021857,29.56824859,1009.91983,Moderate
Brajrajnagar,03-07-2018,38.52,55.35,5.09,11.42,16.5,5.24,2.71,12.88,9.38,3.53,,,111,20.25147358,68.66133975,16.21608676,1006.961524,Moderate
Brajrajnagar,04-07-2018,36.48,62.09,5.99,10.39,16.28,4.94,2.43,12.62,8.97,1.2,,,108,-10.74064315,59.50058866,23.85495781,1018.362688,Moderate
Brajrajnagar,05-07-2018,31.92,63.99,4.54,11.38,15.92,4.76,2.14,12.69,9.16,1.01,,,103,25.44497583,72.29319283,27.03686761,1011.733684,Moderate
Brajrajnagar,06-07-2018,37.85,78.56,4.67,10.43,15.1,4.64,2.17,12.43,9.26,1.08,,,103,18.06739497,30.17644187,2.083306992,1016.070152,Moderate
Brajrajnagar,07-07-2018,49.42,93.84,5.61,10.53,16.13,4.76,2.27,12.59,10.13,1.34,,,104,-15.23087095,46.7826302,4.058726716,1019.53385,Moderate
Brajrajnagar,08-07-2018,31.45,53.03,4.7,9.56,14.25,4.56,2.19,12.7,8.26,0.68,,,103,6.129958779,21.17752622,8.239557298,1004.619851,Moderate
Brajrajnagar,09-07-2018,29.41,49.46,4.55,9.23,13.78,4.38,2.14,12.59,7.95,0.6,,,102,9.675249873,89.72284054,26.38890029,998.2326313,Moderate
Brajrajnagar,10-07-2018,27.87,50.74,5.23,9.72,14.95,4.48,2.22,12.64,7.22,0.98,,,104,39.51306373,21.60188695,20.25354737,1012.724313,Moderate
Brajrajnagar,11-07-2018,29.38,49.42,6.44,9.99,16.42,4.37,2.3,12.73,6.93,1.19,,,104,-6.560936131,30.94469163,15.99854625,1020.827016,Moderate
Brajrajnagar,12-07-2018,30.48,44.06,4.76,9.6,14.36,4.88,2.28,12.93,7.72,1.15,,,105,34.2954909,30.17235829,5.851662284,1019.299537,Moderate
Brajrajnagar,13-07-2018,29.94,43.49,3.96,9.26,13.22,6.46,2.27,12.87,8.68,1.64,,,105,-18.36090324,58.28236875,23.472315,1020.63286,Moderate
Brajrajnagar,14-07-2018,25.35,37.98,3.73,7.72,11.45,7.8,2.08,12.27,8.23,0.5,,,102,18.74744076,3.759149852,4.989325497,1016.49578,Moderate
Brajrajnagar,15-07-2018,13,23.51,3.75,5.59,9.34,7.3,2,11.95,7.14,0.36,,,101,36.07563942,49.95698386,13.0193344,1013.618612,Moderate
Brajrajnagar,16-07-2018,17.13,25.16,5.52,7.81,13.31,6.94,2.07,12.26,6.28,0.44,,,101,-7.084841936,8.436146352,2.992802356,1004.652342,Moderate
Brajrajnagar,17-07-2018,21.11,24.46,4.36,8.66,13.03,6.69,2.22,12.85,7.71,1.96,,,104,-10.33414983,43.65087712,26.85331954,1010.286389,Moderate
Brajrajnagar,18-07-2018,28.94,38.86,4.84,8.29,13.13,6.25,2.13,12.68,6.81,1.2,,,102,22.30762204,88.75523609,4.447571257,1015.887929,Moderate
Brajrajnagar,19-07-2018,30.5,50.63,7.18,10.79,17.98,5.82,2.14,13.03,6.32,1.11,,,103,19.79624136,62.8803904,15.73212879,1003.045698,Moderate
Brajrajnagar,20-07-2018,35.52,63.88,7.19,9.32,16.51,5.59,1.94,12.49,6.27,0.84,,,100,12.62931281,2.603595932,7.699350128,1035.496874,Satisfactory
Brajrajnagar,21-07-2018,19.23,30.91,5.57,8.89,14.46,5.13,0.37,12.28,6.39,0.29,,,71,-14.78397895,42.83905821,15.3167925,1017.97962,Satisfactory
Brajrajnagar,22-07-2018,18.05,22.7,5.77,8.37,14.14,4.93,0,12.24,6.61,0.25,,,34,-0.793890054,17.65117889,27.95898043,1025.309255,Good
